stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/avg_episode_reward,test/episode,test/mean_Q_val,test/success_rate,train/avg_episode_reward,train/episode,train/success_rate
0.84813315,0.09614912,0.2045106,0.04904973,-48.125,10.0,-2.746482,0.037500000558793545,-48.24875,50.0,0.03624999872408807
0.8475363,0.09532813,0.20435114,0.0469226,-48.125,20.0,-4.7034054,0.037500000558793545,-48.243748,100.0,0.03374999971129
0.8467923,0.09556892,0.20392045,0.048021585,-48.41875,30.0,-6.731965,0.03125000046566129,-48.32625,150.0,0.03249999857507646
0.8470063,0.096853584,0.2039872,0.05060734,-49.375,40.0,-8.791441,0.012500000186264515,-48.199997,200.0,0.03374999971129
0.84721416,0.0965421,0.20406997,0.052032918,-47.91875,50.0,-10.13908,0.0437500006519258,-48.024998,250.0,0.039999998174607754
0.8472395,0.097112216,0.20416513,0.05501023,-47.94375,60.0,-11.981087,0.04375000111758709,-48.35,300.0,0.03249999973922968
0.84742093,0.0970161,0.20419462,0.057353485,-46.74375,70.0,-12.786878,0.07500000111758709,-47.805,350.0,0.04875
0.8475868,0.09815174,0.20423411,0.061472468,-45.55625,80.0,-13.348709,0.09375000186264515,-47.278748,400.0,0.07
0.84710383,0.09916981,0.20405892,0.06675715,-40.29375,90.0,-12.844032,0.21875000419095159,-45.0375,450.0,0.123749994
0.84733486,0.09995065,0.2042481,0.07243343,-41.45,100.0,-13.463709,0.2062500030733645,-44.22375,500.0,0.15
0.847197,0.10081947,0.20420763,0.07685269,-38.737495,110.0,-12.3024025,0.28125,-43.2875,550.0,0.17875001
0.8469526,0.10121577,0.20420252,0.08136364,-35.112503,120.0,-10.996205,0.39375,-41.83,600.0,0.23375
0.8466857,0.10121492,0.20411055,0.0848216,-34.824997,130.0,-12.122855,0.4,-41.0425,650.0,0.26
0.8465006,0.101263165,0.20402811,0.087460816,-30.825,140.0,-12.059532,0.46875,-40.0125,700.0,0.27375
0.84638596,0.10113684,0.20397028,0.08964899,-30.624998,150.0,-11.6628895,0.5,-38.746246,750.0,0.33249998
0.84644514,0.10120926,0.20404659,0.091602474,-29.08125,160.0,-11.134813,0.5499999988824129,-36.752502,800.0,0.38875002
0.8461643,0.10124896,0.2040762,0.093179636,-30.1,170.0,-12.412609,0.5125,-37.505,850.0,0.3775
0.8462372,0.100997545,0.20415469,0.09411995,-27.574999,180.0,-12.208105,0.5625,-36.39125,900.0,0.385
0.84627104,0.100840755,0.20419174,0.09544045,-25.45,190.0,-11.396964,0.6125,-35.853752,950.0,0.40500003
0.8461115,0.10074288,0.20418674,0.09651413,-27.21875,200.0,-13.272783,0.58124995,-35.07875,1000.0,0.42624998
0.84605426,0.100693196,0.20422477,0.09747091,-25.36875,210.0,-12.507851,0.5875,-34.30625,1050.0,0.4525
0.8460292,0.10069891,0.20429939,0.09836766,-26.7125,220.0,-12.9532995,0.5625,-33.1325,1100.0,0.47125
0.8457802,0.10085052,0.20429674,0.09932361,-25.83125,230.0,-12.263155,0.57500005,-32.25125,1150.0,0.49999997
0.8457124,0.10108932,0.20436378,0.10012822,-24.993752,240.0,-12.870267,0.6125,-33.21875,1200.0,0.4875
0.8458442,0.10162958,0.2044359,0.10092735,-21.41875,250.0,-9.828534,0.6625,-33.10875,1250.0,0.47749996
0.8459545,0.102116585,0.20449565,0.10184575,-21.43125,260.0,-9.540285,0.66875,-31.42125,1300.0,0.52625
0.8462014,0.10281593,0.2046755,0.10283453,-21.75625,270.0,-10.65657,0.6875,-30.868752,1350.0,0.55375004
0.84650844,0.103026055,0.20482886,0.10352191,-16.81875,280.0,-8.726557,0.8,-30.47875,1400.0,0.54875
0.84668773,0.103222825,0.20492403,0.10396945,-16.43125,290.0,-8.04837,0.79375,-31.11375,1450.0,0.5325
0.84688073,0.10322996,0.20505477,0.10425711,-18.068748,300.0,-9.68607,0.78125,-28.96875,1500.0,0.59000003
0.8471369,0.1033056,0.20521212,0.1044881,-18.400002,310.0,-10.5244465,0.75,-29.34375,1550.0,0.56874996
0.84740084,0.10338449,0.20533986,0.104769155,-15.11875,320.0,-6.7925854,0.83125,-29.4575,1600.0,0.56375
0.84745306,0.10345454,0.2053419,0.10531731,-16.45,330.0,-5.346877,0.79375005,-28.47875,1650.0,0.565
0.84754974,0.10331228,0.20529583,0.10568371,-20.45625,340.0,-6.8481736,0.70624995,-29.41125,1700.0,0.56624997
0.8475361,0.103255086,0.20527256,0.10598908,-17.53125,350.0,-5.5226226,0.775,-29.6375,1750.0,0.5475
0.84749156,0.10317323,0.20526434,0.106183834,-17.325,360.0,-5.5942087,0.7875,-29.70625,1800.0,0.5725
0.8474794,0.10300655,0.20521033,0.1061726,-16.75,370.0,-5.6076975,0.79375005,-28.939999,1850.0,0.5625
0.8475966,0.102983974,0.20523475,0.10620835,-14.175,380.0,-4.7506514,0.85,-28.6725,1900.0,0.56375
0.8476549,0.10293446,0.2052632,0.10627252,-16.25,390.0,-6.355903,0.80625,-29.4375,1950.0,0.55
0.8476164,0.10288165,0.20529006,0.106347926,-14.674999,400.0,-5.6465597,0.85625005,-29.105001,2000.0,0.585
0.847713,0.10286651,0.20532744,0.106363505,-15.3375,410.0,-5.155748,0.8375,-29.05,2050.0,0.59125006
0.8477528,0.102954,0.2053475,0.10642405,-12.09375,420.0,-3.6905968,0.92499995,-27.80125,2100.0,0.61125
0.84783036,0.103166096,0.20540644,0.106597364,-10.3125,430.0,-2.7379308,0.95,-29.66,2150.0,0.5675
0.84792715,0.10333697,0.20540194,0.1066601,-10.91875,440.0,-2.80981,0.94374996,-28.692501,2200.0,0.6
0.84807736,0.10345155,0.20543341,0.10674071,-11.2625,450.0,-2.416336,0.925,-28.373749,2250.0,0.59749997
0.8482819,0.10364059,0.20547579,0.106873505,-11.1875,460.0,-2.7735047,0.94375,-29.052502,2300.0,0.57500005
