stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/avg_episode_reward,test/episode,test/mean_Q_val,test/success_rate,train/avg_episode_reward,train/episode,train/success_rate
0.74360746,0.11804906,0.16560635,0.05797822,-49.9,10.0,-3.0394235,0.0,-49.875,50.0,0.0024999999441206455
0.74482054,0.115515046,0.16549715,0.05775039,-49.375,20.0,-5.072561,0.012500000186264515,-49.78,100.0,0.0037499999161809683
0.7453708,0.12164324,0.16598116,0.061059225,-49.862503,30.0,-7.0899,0.0,-49.8675,150.0,0.0012499999720603228
0.74666137,0.124435045,0.16651869,0.0627558,-49.74375,40.0,-8.911827,0.0062500000931322575,-49.71,200.0,0.004999999888241291
0.7477274,0.12859337,0.16677807,0.06457532,-49.31875,50.0,-10.772593,0.012500000186264515,-49.3425,250.0,0.009999999776482582
0.7487221,0.13530032,0.16727184,0.067440875,-48.075,60.0,-11.873102,0.05625000037252903,-48.91375,300.0,0.014999999664723873
0.7496777,0.14174522,0.1677024,0.07137952,-48.575,70.0,-13.409718,0.018750000279396772,-49.01625,350.0,0.021249999525025487
0.75236225,0.14789449,0.16856852,0.07578835,-46.8125,80.0,-13.539132,0.0687500019557774,-48.4925,400.0,0.03249999927356839
0.7549315,0.15296416,0.16919239,0.08096571,-47.168747,90.0,-14.397224,0.05000000074505806,-48.50375,450.0,0.02874999912455678
0.7581897,0.15785424,0.17013828,0.08464705,-46.09375,100.0,-13.4901905,0.06875000149011612,-47.38875,500.0,0.05874999682419002
0.762333,0.16172232,0.17118013,0.08732696,-43.26875,110.0,-12.94292,0.1875000004656613,-47.283752,550.0,0.052499999990686774
0.7661676,0.16559012,0.17215039,0.090243,-42.387497,120.0,-12.835192,0.131250006146729,-46.72375,600.0,0.0775
0.7693227,0.16759622,0.1728423,0.091904745,-43.39375,130.0,-13.558893,0.13750000344589353,-46.98125,650.0,0.074999996
0.7721746,0.16862564,0.17362745,0.092604265,-40.868748,140.0,-14.16341,0.2125000013038516,-46.3675,700.0,0.095
0.7753329,0.16904862,0.17445263,0.09278475,-40.106247,150.0,-13.501777,0.23125001043081284,-45.7975,750.0,0.09375
0.77778673,0.17117731,0.17508954,0.09353123,-41.59375,160.0,-14.249868,0.21250000596046448,-46.2875,800.0,0.0875
0.779857,0.17275327,0.17564201,0.09444619,-41.787502,170.0,-14.513012,0.19375000102445483,-45.738747,850.0,0.099999994
0.7814684,0.17378028,0.1759925,0.094949655,-38.856247,180.0,-14.485268,0.30624998,-46.1675,900.0,0.09
0.7829688,0.17602913,0.17640938,0.095933616,-38.331253,190.0,-13.959055,0.3125,-45.89375,950.0,0.114999995
0.7845788,0.17768335,0.17678602,0.09657658,-37.481247,200.0,-14.116677,0.325,-45.7325,1000.0,0.12375
0.7862572,0.17915744,0.17712165,0.097379245,-35.4875,210.0,-11.37137,0.45625,-44.95375,1050.0,0.1325
0.7881542,0.17972988,0.17758131,0.097912796,-35.14375,220.0,-11.483231,0.45625,-45.1225,1100.0,0.118750006
