stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/avg_episode_reward,test/episode,test/mean_Q_val,test/success_rate,train/avg_episode_reward,train/episode,train/success_rate
0.8449784,0.0956117,0.20393752,0.048904814,-48.85,10.0,-2.7859168,0.018750000279396772,-48.34375,50.0,0.03249999857507646
0.8463547,0.09427494,0.20434146,0.047416124,-47.5,20.0,-4.766222,0.05000000074505806,-48.0625,100.0,0.038749997736886144
0.8461137,0.09423527,0.20424263,0.047255084,-46.6375,30.0,-6.509099,0.0687500019557774,-48.291252,150.0,0.03624999918974936
0.8461061,0.094321854,0.20423652,0.047970887,-47.7875,40.0,-8.0871525,0.0437500006519258,-47.746246,200.0,0.04625
0.84645694,0.09462128,0.20441051,0.04994673,-47.04375,50.0,-10.052215,0.06250000093132257,-48.363747,250.0,0.03500000014901161
0.8464213,0.09493985,0.20457724,0.054406893,-45.1875,60.0,-11.256199,0.10000000335276127,-48.00125,300.0,0.037499999394640326
0.8461254,0.09570018,0.20467165,0.058139328,-46.49375,70.0,-12.756388,0.08125000260770321,-47.505,350.0,0.055
0.8461222,0.09649843,0.20471703,0.060986128,-44.33125,80.0,-13.34226,0.12500000093132257,-46.70375,400.0,0.073750004
0.8457666,0.097839005,0.204515,0.06513952,-45.0125,90.0,-14.630261,0.11250000260770321,-46.76125,450.0,0.08250000048428774
0.84553677,0.098896794,0.20440416,0.06920839,-43.09375,100.0,-14.274361,0.18750000186264515,-44.482502,500.0,0.13499999
0.84530395,0.09969594,0.20431274,0.073446184,-37.55,110.0,-12.308272,0.3125,-43.94875,550.0,0.1775
0.84497714,0.09988877,0.20421776,0.07808373,-37.356247,120.0,-12.6497555,0.31875002,-42.933754,600.0,0.20125
0.8451524,0.09978315,0.20427246,0.08136738,-33.58125,130.0,-12.273922,0.43125,-39.635002,650.0,0.30625
0.8452583,0.09967779,0.20424579,0.08406155,-32.66875,140.0,-12.5586605,0.45000002,-38.69625,700.0,0.34625
0.84538096,0.100157775,0.20432922,0.08650318,-32.475,150.0,-12.53956,0.45625,-38.33875,750.0,0.345
0.84525466,0.10013793,0.20432863,0.08859376,-30.48125,160.0,-12.126287,0.4875,-36.59,800.0,0.39124998
0.84541845,0.09990709,0.20451277,0.09059879,-27.825,170.0,-11.408323,0.57500005,-35.46875,850.0,0.4275
0.8454809,0.09997007,0.2045192,0.09201414,-26.975,180.0,-12.129616,0.57500005,-34.2325,900.0,0.4475
0.84547395,0.09989351,0.20446308,0.09292689,-26.3125,190.0,-11.963062,0.58125,-34.22,950.0,0.45875
0.84550554,0.09993041,0.20446156,0.0939373,-24.35,200.0,-10.425688,0.63125,-33.155,1000.0,0.48375002
0.8455448,0.09977225,0.20439373,0.094611414,-26.3,210.0,-12.371466,0.575,-32.2925,1050.0,0.495
0.8455498,0.10010188,0.20435965,0.09570482,-22.412498,220.0,-10.902863,0.66875005,-32.92375,1100.0,0.48000002
0.8456076,0.10022113,0.20433925,0.09647895,-17.125,230.0,-8.024319,0.7875,-31.09375,1150.0,0.52125
0.8457698,0.10015702,0.20431142,0.0972136,-17.89375,240.0,-7.9138527,0.7625,-30.79375,1200.0,0.55375004
0.8459857,0.10051366,0.20439453,0.09822026,-17.9375,250.0,-7.0537567,0.775,-29.384998,1250.0,0.5625
0.84625673,0.100646086,0.20448188,0.0988442,-18.24375,260.0,-7.1233373,0.74375,-29.7625,1300.0,0.56375
0.846531,0.10078019,0.20448427,0.0992513,-16.26875,270.0,-6.726944,0.83124995,-29.6675,1350.0,0.55625
0.8467749,0.10079506,0.20458251,0.09963382,-16.2625,280.0,-6.2342615,0.79375005,-28.57625,1400.0,0.59875
0.8469414,0.10078764,0.20469394,0.09994171,-16.78125,290.0,-6.6354475,0.81875,-28.93625,1450.0,0.565
0.8470567,0.10092205,0.20475905,0.10013925,-14.01875,300.0,-5.1249857,0.86875,-28.677502,1500.0,0.5975
0.8471966,0.10109218,0.20477225,0.10067317,-12.575,310.0,-4.32945,0.9125,-29.74125,1550.0,0.54875
0.84743756,0.10115682,0.2048059,0.10089033,-15.331249,320.0,-5.12764,0.8125,-29.008749,1600.0,0.57875
0.8477254,0.10135297,0.2048567,0.101362884,-11.4625,330.0,-3.5447717,0.9375,-30.176249,1650.0,0.53499997
0.8479056,0.10157595,0.20495115,0.10181195,-10.325,340.0,-2.6644874,0.95624995,-28.61125,1700.0,0.59125006
