stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/avg_episode_reward,test/episode,test/mean_Q_val,test/success_rate,train/avg_episode_reward,train/episode,train/success_rate
0.7442384,0.123136364,0.16525392,0.064025424,-49.6875,10.0,-3.1176908,0.0062500000931322575,-49.81125,50.0,0.0037499999161809683
0.74451804,0.122493386,0.16544165,0.06289443,-50.0,20.0,-5.207119,0.0,-49.927498,100.0,0.0012499999720603228
0.74442405,0.12498442,0.16512729,0.06366744,-50.0,30.0,-7.2688437,0.0,-49.88625,150.0,0.0012499999720603228
0.7440438,0.12911518,0.16523327,0.064417504,-49.825,40.0,-9.207666,0.0,-49.73375,200.0,0.006249999860301614
0.7450805,0.13341056,0.16583863,0.06567332,-49.3125,50.0,-10.823933,0.012500000186264515,-49.61,250.0,0.004999999888241291
0.7480213,0.13986827,0.16666108,0.06867275,-49.48125,60.0,-12.423291,0.0062500000931322575,-49.2825,300.0,0.007499999832361937
0.75108576,0.14673118,0.167568,0.072956406,-48.31875,70.0,-13.031769,0.02500000037252903,-48.682495,350.0,0.02249999949708581
0.75235015,0.15308307,0.16823484,0.077749275,-47.56875,80.0,-13.655842,0.05625000083819032,-48.933746,400.0,0.016249999636784196
0.7559442,0.16065328,0.16922724,0.081922054,-47.9375,90.0,-14.195137,0.012500000186264515,-48.5375,450.0,0.0249999996740371
0.759809,0.16666853,0.170127,0.08614539,-47.824997,100.0,-15.343966,0.02500000037252903,-47.9575,500.0,0.04124999954365194
0.76431483,0.17178309,0.17095804,0.089753315,-46.5125,110.0,-14.543147,0.02500000037252903,-47.29875,550.0,0.04625
0.7690061,0.17385633,0.17179407,0.09112339,-44.80625,120.0,-14.6129875,0.08750000223517418,-46.5625,600.0,0.06624999828636646
0.7720414,0.17478852,0.17257114,0.091808766,-43.20625,130.0,-12.783934,0.13124999962747097,-46.20875,650.0,0.07875
0.773824,0.17540081,0.17294978,0.09212464,-42.525,140.0,-13.619724,0.15624999860301614,-46.44375,700.0,0.08875
0.7756317,0.17559898,0.17339922,0.092090175,-40.106247,150.0,-13.47007,0.2625,-46.1475,750.0,0.083749995
0.77776295,0.17578638,0.1738314,0.09210055,-38.28125,160.0,-12.567942,0.31249999161809683,-45.74625,800.0,0.0975
0.78015226,0.17738563,0.17435555,0.092933565,-37.7625,170.0,-11.888319,0.30625004,-45.665,850.0,0.10124999703839421
0.78249454,0.17788853,0.17485707,0.09325513,-38.68125,180.0,-13.8447895,0.23124999,-44.37,900.0,0.1525
0.78477424,0.1784305,0.17544045,0.09387946,-36.775,190.0,-12.382278,0.3250000048428774,-44.9875,950.0,0.13374999
0.78741807,0.17919154,0.1760533,0.094331905,-36.46875,200.0,-12.614372,0.28125000931322575,-44.973747,1000.0,0.11624999
0.78971964,0.17970186,0.17666413,0.094753094,-37.90625,210.0,-12.997496,0.25625,-44.338753,1050.0,0.1425
0.7917645,0.18000822,0.17727143,0.09496262,-34.53125,220.0,-11.909688,0.43124998,-44.73375,1100.0,0.12875
0.79356503,0.1801325,0.17773855,0.09529069,-36.5,230.0,-13.660148,0.3875,-44.307503,1150.0,0.15125
0.7949619,0.18061467,0.17816296,0.095758505,-34.96875,240.0,-11.27685,0.59375,-44.670002,1200.0,0.13
0.7964049,0.18088342,0.17856196,0.09606114,-34.09375,250.0,-12.972781,0.4375,-44.53,1250.0,0.15125
0.79793596,0.18078442,0.17895046,0.096391924,-33.35,260.0,-10.750283,0.5875,-44.24625,1300.0,0.155
0.79949355,0.18038595,0.1793394,0.09638881,-33.074997,270.0,-12.639675,0.4625,-44.18625,1350.0,0.17125
0.8006366,0.18027699,0.17971426,0.096509114,-32.79375,280.0,-13.08284,0.48125,-44.0975,1400.0,0.155
0.8017996,0.17996311,0.18008089,0.096607484,-33.2,290.0,-12.023468,0.53125,-44.151253,1450.0,0.16749999
0.80292183,0.17979945,0.1804099,0.096734084,-32.19375,300.0,-10.99219,0.59375,-43.72,1500.0,0.16625
0.80390507,0.17945166,0.18069403,0.096857585,-32.106247,310.0,-10.687447,0.58125,-44.059998,1550.0,0.17375001
0.8050399,0.1790636,0.18097845,0.09700325,-32.06875,320.0,-10.811428,0.59375,-44.17875,1600.0,0.17125002
0.806083,0.17878598,0.18122889,0.097202055,-31.5375,330.0,-11.035876,0.6,-43.63875,1650.0,0.17500001
0.80687946,0.17871962,0.18143748,0.09736682,-34.1,340.0,-12.479359,0.55,-44.144997,1700.0,0.16624999
0.807581,0.17833965,0.18167055,0.09734494,-31.043749,350.0,-9.940592,0.65625,-43.2775,1750.0,0.19749999
0.8083379,0.17802174,0.1818665,0.09740384,-29.38125,360.0,-9.462765,0.65,-43.7625,1800.0,0.1825
0.8090593,0.17766678,0.18207572,0.097398594,-30.3,370.0,-9.343935,0.6875,-43.83875,1850.0,0.185
0.80976486,0.17753474,0.18229702,0.09759736,-29.51875,380.0,-9.525947,0.7125,-44.3225,1900.0,0.1825
0.8104231,0.17723858,0.18248872,0.09764123,-29.9375,390.0,-9.91022,0.68125,-43.894997,1950.0,0.17500001
0.81105685,0.17701244,0.1826885,0.09762822,-30.212502,400.0,-10.871155,0.59375,-43.896248,2000.0,0.1725
0.8116229,0.1767521,0.18287018,0.09773193,-30.825,410.0,-10.087164,0.65625,-43.87125,2050.0,0.16375
0.8121526,0.17625596,0.18302792,0.0976015,-28.70625,420.0,-10.707229,0.6374999,-43.957497,2100.0,0.18875
0.8127663,0.17594533,0.18320207,0.09758988,-29.28125,430.0,-10.217815,0.6625,-43.5725,2150.0,0.1825
0.81332487,0.17560714,0.18336411,0.09764004,-31.20625,440.0,-10.204241,0.68125,-44.417503,2200.0,0.16499999
0.81381375,0.17538905,0.18348967,0.09773002,-28.45625,450.0,-9.846895,0.6625,-44.14375,2250.0,0.16625
0.8142242,0.17521428,0.18361355,0.097864345,-29.06875,460.0,-10.651903,0.625,-44.0,2300.0,0.1775
0.8146723,0.17496496,0.18370329,0.09803023,-27.45,470.0,-8.939213,0.74375,-44.155,2350.0,0.16624999
0.8150682,0.17475845,0.18383671,0.098139964,-29.59375,480.0,-10.132671,0.60625005,-43.6075,2400.0,0.17750001
0.81551814,0.17458855,0.1839357,0.09825602,-29.775,490.0,-9.571367,0.59375,-43.92,2450.0,0.17375
0.8159935,0.17427479,0.18404096,0.09846421,-30.96875,500.0,-8.896056,0.71875,-43.4975,2500.0,0.17750001
0.8163734,0.17430045,0.1841296,0.09874661,-30.699999,510.0,-8.836067,0.63750005,-44.13625,2550.0,0.1825
0.81679153,0.1742071,0.18422467,0.09896041,-31.3125,520.0,-9.197212,0.6750001,-44.31875,2600.0,0.17250001
0.81720966,0.17401862,0.18430687,0.09911832,-29.13125,530.0,-8.441462,0.66875,-43.7075,2650.0,0.17125002
0.8175378,0.1739778,0.1844125,0.09939123,-29.7625,540.0,-9.512099,0.63125,-44.207497,2700.0,0.17125
0.8178456,0.1737917,0.18450786,0.09962569,-31.499998,550.0,-9.773499,0.58750004,-44.403748,2750.0,0.15
0.8182371,0.17363727,0.18461835,0.099759504,-32.6375,560.0,-10.983364,0.525,-44.51375,2800.0,0.15
0.81856054,0.17343062,0.18470812,0.09982759,-32.6375,570.0,-10.347429,0.60625,-43.934998,2850.0,0.17250001
0.8189867,0.17349388,0.1847864,0.100027874,-30.06875,580.0,-9.979145,0.65,-44.36875,2900.0,0.15375
0.819402,0.17336662,0.18488544,0.10017154,-29.037498,590.0,-10.011995,0.59375,-44.542503,2950.0,0.14750001
0.8197842,0.17336036,0.18498933,0.1003705,-30.418749,600.0,-11.038983,0.55625,-44.59375,3000.0,0.1575
0.82008415,0.17328502,0.18508646,0.10044545,-30.2,610.0,-10.739274,0.46875,-44.075,3050.0,0.1525
0.8204177,0.1731774,0.1851882,0.10055247,-32.26875,620.0,-10.635866,0.50625,-44.50875,3100.0,0.14500001
0.82072115,0.17308123,0.18527673,0.100659266,-31.95,630.0,-10.888712,0.5375,-44.2325,3150.0,0.155
0.8209823,0.17289717,0.18535171,0.10078179,-31.4875,640.0,-11.231979,0.46875,-44.201252,3200.0,0.16375
0.82116205,0.1728074,0.18544197,0.10089991,-30.53125,650.0,-9.9771595,0.575,-44.26125,3250.0,0.15875
0.8214337,0.17282331,0.1855411,0.10108069,-30.5875,660.0,-10.293797,0.58124995,-44.5375,3300.0,0.1575
0.8216799,0.17280358,0.18563883,0.101359986,-32.793747,670.0,-11.19982,0.3937500063329935,-44.402496,3350.0,0.1375
0.821915,0.17272943,0.18569171,0.101553805,-32.74375,680.0,-10.971832,0.5,-44.6575,3400.0,0.14125
0.822131,0.17277253,0.1857404,0.101866215,-31.143751,690.0,-11.499852,0.45625,-44.74,3450.0,0.1325
0.82236147,0.17276494,0.18582568,0.102090366,-34.66875,700.0,-12.69997,0.34375,-44.135002,3500.0,0.15375
0.82263374,0.17271979,0.18590333,0.10228803,-31.081251,710.0,-10.446644,0.45625,-44.768753,3550.0,0.14
0.8230288,0.17261894,0.1860052,0.102415845,-32.0625,720.0,-11.018013,0.40625,-44.513752,3600.0,0.15875
0.8232613,0.17249463,0.1860911,0.10249799,-31.125,730.0,-10.07227,0.50625,-44.955,3650.0,0.14375
0.8235763,0.17241931,0.18617976,0.10255838,-30.400002,740.0,-10.390394,0.55625004,-44.956245,3700.0,0.12875
0.8238018,0.17236702,0.18624818,0.102672756,-31.1125,750.0,-11.442216,0.53749996,-44.19875,3750.0,0.14750001
0.82406217,0.17228019,0.1863351,0.10271321,-30.2,760.0,-10.555534,0.58124995,-45.072502,3800.0,0.14625001
0.8242788,0.17222726,0.1864032,0.10275634,-31.518751,770.0,-10.329255,0.525,-44.81125,3850.0,0.15625
0.8244829,0.17218243,0.18645214,0.102846175,-31.287498,780.0,-10.682167,0.5375,-44.835,3900.0,0.17
0.8246767,0.17204434,0.18649444,0.10289201,-29.33125,790.0,-9.716492,0.625,-44.67,3950.0,0.1525
0.82488066,0.1720698,0.18653616,0.102987505,-29.9,800.0,-8.453292,0.725,-44.942497,4000.0,0.1325
